link,result
/article/5109/galley/13405/download/,"AbbreviationsABSL = Al-Sayyid Bedouin Sign Language, ASL = American Sign Language, BSL = British Sign Language, CI = Confidence interval, DSL = Danish Sign Language, NSL = Nicaraguan Sign Language, PT:PRO1SG = First person singular pronoun, PT:PRO2SG = Second person singular pronoun, PT:PRO3SG = Third person singular pronoun, SSL = Swedish Sign Language"
/article/5108/galley/13406/download/,Funding InformationFunding for this paper was provided by a FPI grant from the Spanish Ministry of Economy (M.O.A) a start-up from the Ikerbasque Foundation for Science (A.V.) and by the Basque Government research grant IT769-13 (M.O.A and A.V.).
/article/5107/galley/13407/download/,"Funding InformationThis work has been supported by the British Academy/Leverhulme trust grant SG-153-238, the Australian Research Council Centre of Excellence in Cognition and its Disorders (CE110001021), and the Netherlands Organisation for Scientific Research (NWO)."
/article/5106/galley/13408/download/,"AbbreviationsAUX = auxiliary, DAT = dative, ERG = ergative, F = feminine, GEN = genitive, INF = infinitive, INSTR = instrumental, IPFV = imperfective, LOC = locative, M = masculine, PFV = perfective, PL = plural, PRES = present, PAST = past, SA = subject agreement, SG = singular"
/article/5105/galley/13409/download/,Competing InterestsThe author has no competing interests to declare.
/article/5104/galley/13410/download/,"AbbreviationsABSL = Al-Sayyid Bedouin Sign Language, AJSL = Algerian Jewish Sign Language, ASL = American Sign Language, BSL = British Sign Language, CL = classifier, DGS = German Sign Language (Deutsche Gebärdensprache), ISL = Israeli Sign Language, KSL = Kuwaiti Sign Language, KQSL = Kfar Qasem Sign Language, LIU = Jordanian Sign Language (Lughat al-Ishāra al-Urdunia), LSF = French Sign Language (langue des signes française), LSL = Lybian Sign Language, NGT = the Sign Language of the Netherlands (Nederlandse Gebarentaal), SASS = size-and-shape specifier, SSL = Swedish Sign Language"
/article/5103/galley/13411/download/,"AbbreviationsAPPL = applicative, ACTV = active voice, CAUS = causative, D = definite morpheme, INCL = inclusive, INTR = intransitive, INTENS = intensifier, INVOL = involitive, NEG = negation, NMLZ = nominalizer, PASS = passive voice, PERF = perfective, REL = relative"
/article/5102/galley/13412/download/,"Abbreviationscsn = construct state nominal, n = noun, d = determiner, np = noun phrase, dp = determiner phrase, V = verb, C = complementizer, pf = phonological form, acc = accusative case, m = mean, SD = standard deviation, hi = hearing impaired."
/article/5101/galley/13413/download/,"AbbreviationsMP = modal particle, V2 = verb-second word order, V1 = verb-first word order, WH = the kind of interrogative features contained in question-words"
/article/5100/galley/13414/download/,"AbbreviationsThe abbreviations used in this article are as follows: ACC = accusative, ADN = adnominal, C = complementizer, CL = classifier, COP = copula, END = conclusive, GEN = genitive, LN = light noun, NOM = nominative, Q = Q complementizer, SG = singular, TOP = topic marker"
/article/5099/galley/13415/download/,"Abbreviations1 = first person, 2 = second person, 3 = third person, AIA = abilitative/involuntary action prefix, ASP = Aspect, CIRC = circumstantial modal, CL = clitic, COMP = complementizer, CONJ = conjunctive (subjunctive) subject, DET = determiner, EXIS = existential, GEN = genitive, GNR = generic, IPFV = imperfective, LF = Logical Form, MOD = modal, N- = non- (e.g. NPST = non-past), NEG = negation, negative, NOM = nominative, PFV = perfective, PL = plural, PST = past, RED = redirective (relational) transitivizer, SBJ = subject, SBJV = subjunctive, SC = ser capaz ‘be capable’, SG = singular, T = Tense, VP = Verb Phrase, YNQ = Yes-no question."
/article/5098/galley/13416/download/,"AbbreviationsAUGM = augmented, COLL = collective, CMPR = comparative, COMPL = completive, DU = dual, EXCL = exclusive, INCL = inclusive, INP = involved mode of non-past tense, MIN = minimal, O = object, POS = positive, PL = plural, PRO = pronoun, S = subject, SG = singular, SF = stem formative, SPRL = superlative, TP = today past tense, U-AUGM = unit-augmented"
/article/5097/galley/13417/download/,Competing InterestsThe author has no competing interests to declare.
/article/5096/galley/13418/download/,"Abbreviations1 = first person, 2 = second person, 3 = 3rd person, ACC = accusative, ALL = allocative, ANAPH = anaphor, ASP = aspect, CAUS = causative, COMP = complementizer, COP = copula, DAT = dative, DEF = definite, EMPH = emphasis, F = feminine, FUT = future, HON = honorific, INF = infinitive, LOC = locative, LOG = logophor, M = masculine, N = neuter, NEG = negation, NOM = nominative, OBL = oblique, PL = plural, PRS = present, PST = past, Q = question, REL = relativizer, SBJV = subjunctive, SG = singular, TOP = topicAddr. = Addressee, Auth = Author, c* = utterance-context"
/article/5095/galley/13419/download/,"AbbreviationsACC = accusative, COMP = complementizer, DAT = dative, GEN = genitive, NMLZ = nominalizer, NOM = nominative, PASS = passive, PART = particle, PRES = present, TOP = topic"
/article/5094/galley/13420/download/,"AbbreviationsACC = accusative, DAT = dative, NOM = nominative, NOM-ACC = nominative-accusative assigning (verb), NOM-DAT = nominative-dative assigning (verb), 3PL = third person plural"
/article/5093/galley/13421/download/,"AbbreviationsNOM = nominative, ACC = accusative, DAT = dative, ILL= illative, SUBL = sublative, SUP = supersessive, NEG = negative, BOUL = bouletic, EPIST = espistemic, DEONT = deontic, ABIL = ability, POSS = possibility, NECC = necessity, PERF = perfective, PAS = past, PRES = present, INF = infinitive, IMP = imperative, SUBJ = subjunctive, COND = conditional, PL = plural, SG = singular, TOP = topic, FOC = focus"
/article/5092/galley/13422/download/,"Abbreviations1 = first person, 2 = second person, 3 = third person, AUX = auxiliary, COND = conditional, DAT = dative, F = feminine, FCA = First Conjunct Agreement, iφ = interpretable phi-features, LCA = Last Conjunct Agreement, M = masculine, N = neuter, NVIR = nonvirile, PART = participle, PL = plural, RA = Resolved Agreement, RNR = Right Node Raising, SG = singular, uφ = uninterpretable phi-features, VIR = virile"
/article/5091/galley/13423/download/,"Abbreviations and notational conventionsManual signsM-I-Aa name that is fingerspelledBIRD.CAGEsingle sign represented by more than one word in the glossCL-1: move_in_circlesclassifier predicate (CL) – handshape of the predicate: movement descriptionlf-GIVE-1agreeing verb moving from one location in signing space (lf=left) to another (1= the signer)IX-1/2/3/pl/lf/rtpointing sign with pronominal or determiner-like functions ‘lf’=the signer points to their left ‘rt’=the signer points to their right ‘pl’=the signer points to multiple referents via an arc movement ‘1, 2, 3’=pointing to signer, addressee, or a third person whose location in space is not identifiedPOSSpossessive pronounLICK-platea verb that agrees in (end) location with its object argumentLICK+reduplication of a sign to express durativity or aspectRSrole shiftNon-manual syntactic markers                                                           toptopic marker                                                            hsheadshake, negation marker                                                            hnhead nod                                                            hfhead moves forward                                                         bl-lfbody lean to the left                                                          bl-rtbody lean to the right                                                          y/npolar question marker                                                          whcomplex marker for wh-questions, includes one or more of the following: furrowed eyebrows, squint or widened eyes, wrinkled nose                                                          cuchin up (usually accompanied by eye gaze to the addressee)"
/article/5090/galley/13424/download/,"Abbreviations1 = first person, 2 = second person, 3 = third person, ACC = accusative, AGR = agreement, CL = clitic, DAT = dative, GRND = gerund, IMP = imperative, INF = infinitive, PL = plural, PRS = present, SG = singular."
/article/5089/galley/13427/download/,"AbbreviationsQUD = Question Under Discussion, ICM = Intonational Compliance Marking, H% = high right boundary tone, L% = low right boundary tone, H* = high pitch accent"
/article/5087/galley/13425/download/,"Abbreviations3 = 3rd person, IND = indicative, INTR = intransitive, SG = singular, TR = transitive"
/article/5088/galley/13426/download/,Competing InterestsThe author has no competing interests to declare.
/article/5086/galley/13428/download/,"AbbreviationsDIM = diminutive, LOC = locative clitic, PF = existential preform, PL = plural, RFL = reflexive, SCL = subject clitic, SG = singular"
/article/5085/galley/13429/download/,"AbbreviationsACC = accusative, COMP = complementizer, COP = copula, DAT = dative, GEN = genitive, LOC = locative, NL = nominalizer, NOM =nominative, Q = question marker, TOP = topic"
/article/5084/galley/13430/download/,"AbbreviationsGlossing conventions for sign language examples: Signs are glossed with an approximate translation in SMALL CAPS. Since the words in the examples do not reflect the shape of the signs, but their meanings, they are comparable to interlinear glosses and not to transcriptions used for spoken languages. If more than one word is necessary to gloss a meaning, a point is used (GO.DOWN); ^ is used for compounds; fingerspelled sequences are separated by dashes: A-N-N-A ‘Anna’. IX stands for index, that is, a pointing sign, and is followed by a number for 1st and 2nd person (pointing to the signer: IX-1 or the addressee: IX-2), or by a letter: IX-A to keep track of arbitrary locations. Agreeing verbs are also accompanied by letters to represent locations that they agree with. PL stands for plural marking, and DISTR is distributive marking; they are expressed by different types of reduplication. Classifier predicates are glossed as follows: CL for classifier, followed by the abbreviation for the type of classifier in subscript (we – whole-entity, hl – handling, bp – body part, in – instrumental, see Section 6 for an explanation), followed by the handshape between brackets, and a description of the meaning of the movement or location predicate.Handshapes are represented by letters and numbers, and should be interpreted using the following guide:1: https://commons.wikimedia.org/wiki/File:ISWA_Hand_BaseSymbol_001.png2: https://commons.wikimedia.org/wiki/File:ISWA_Hand_BaseSymbol_015.png2b: https://commons.wikimedia.org/wiki/File:ISWA_Hand_BaseSymbol_017.png5: https://commons.wikimedia.org/wiki/File:ISWA_Hand_BaseSymbol_077.png5b: https://commons.wikimedia.org/wiki/File:ISWA_Hand_BaseSymbol_081.pngb: https://commons.wikimedia.org/wiki/File:ISWA_Hand_BaseSymbol_091.pngc: https://commons.wikimedia.org/wiki/File:ISWA_Hand_BaseSymbol_110.pngs: https://commons.wikimedia.org/wiki/File:ISWA_Hand_BaseSymbol_256.pngh: https://commons.wikimedia.org/wiki/File:ISWA_Hand_BaseSymbol_126.pngan: https://commons.wikimedia.org/wiki/File:ISWA_Hand_BaseSymbol_134.pngbi: https://commons.wikimedia.org/wiki/File:ISWA_Hand_BaseSymbol_161.pngy: https://commons.wikimedia.org/wiki/File:ISWA_Hand_BaseSymbol_155.pngTraditionally, a line above the glosses is used to represent (the scope of) non-manuals, but since non-manuals are not crucial for this study, a less space-demanding convention is adopted; that is, the / sign on both sides is used for the non-manual marking topicalization. Each example from the RSL corpus is followed by a direct URL link to this example (note, however, that registration is required to access the corpus data), and each elicited example is followed by the code of the signer it was elicited from (S1 to S4).Abbreviations for sign languages: ASL – American Sign Language; RSL – Russian Sign Language.Abbreviations in spoken language examples:ABS – absolutive; ERG – ergative; INST – instrumental; INTER – inter-essive; OBL – oblique; PST – past tense."
